Date,Open,Close,High,Low
2016-01-13,1.0877,1.0854,1.0891,1.0803
2016-01-12,1.0857,1.0856,1.0903,1.0818
2016-01-11,1.086,1.0922,1.0969,1.0846
2016-01-08,1.0932,1.0931,1.0936,1.0801
2016-01-07,1.0936,1.0778,1.0941,1.0769
2016-01-06,1.0781,1.0746,1.0802,1.0718
2016-01-05,1.0748,1.0829,1.084,1.0709
2016-01-04,1.0832,1.0856,1.0949,1.078
2016-01-01,1.086,1.086,1.0869,1.0843
2015-12-31,1.086,1.0932,1.0938,1.085
2015-12-30,1.0933,1.0917,1.0947,1.09
2015-12-29,1.0917,1.0967,1.0992,1.0898
2015-12-28,1.0968,1.0962,1.0995,1.0948
2015-12-25,1.0977,1.0969,1.0979,1.0941
2015-12-24,1.0973,1.0909,1.0976,1.0899
2015-12-23,1.091,1.0954,1.0958,1.0869
2015-12-22,1.0955,1.0913,1.0984,1.0901
2015-12-21,1.0915,1.0861,1.094,1.0846
2015-12-18,1.0868,1.0825,1.0877,1.0803
2015-12-17,1.0825,1.0914,1.0916,1.0799
2015-12-16,1.0913,1.0931,1.1007,1.0886
2015-12-15,1.0928,1.0991,1.1059,1.0903
2015-12-14,1.0992,1.0983,1.105,1.0944
2015-12-11,1.099,1.094,1.1033,1.0924
2015-12-10,1.094,1.1026,1.1029,1.0924
2015-12-09,1.1025,1.0888,1.1041,1.0877
2015-12-08,1.0894,1.0835,1.0901,1.0827
2015-12-07,1.0836,1.0858,1.0888,1.0794
2015-12-04,1.0886,1.0937,1.0958,1.0834
2015-12-03,1.0941,1.0613,1.0983,1.0538
2015-12-02,1.0615,1.0629,1.0644,1.0549
2015-12-01,1.0632,1.0566,1.0637,1.0561
2015-11-30,1.0564,1.0589,1.0596,1.0556
2015-11-27,1.0593,1.0607,1.064,1.0567
2015-11-26,1.0611,1.0626,1.0634,1.0598
2015-11-25,1.0627,1.0641,1.069,1.0565
2015-11-24,1.0641,1.0633,1.0674,1.0619
2015-11-23,1.0636,1.0645,1.0658,1.0591
2015-11-20,1.0646,1.0733,1.0745,1.0638
2015-11-19,1.0734,1.0655,1.0764,1.0652
2015-11-18,1.0659,1.0639,1.0694,1.0615
2015-11-17,1.0644,1.0687,1.0696,1.0629
2015-11-16,1.0687,1.0749,1.078,1.0672
2015-11-13,1.0779,1.0813,1.0818,1.0713
2015-11-12,1.0817,1.0743,1.0829,1.0689
2015-11-11,1.0744,1.0723,1.0774,1.0704
2015-11-10,1.0723,1.0751,1.0763,1.0673
2015-11-09,1.0752,1.0735,1.0793,1.0716
2015-11-06,1.0741,1.0883,1.0896,1.0706
2015-11-05,1.0883,1.0863,1.0898,1.0832
2015-11-04,1.0862,1.0962,1.0967,1.0842
2015-11-03,1.0967,1.1013,1.1032,1.0935
2015-11-02,1.1015,1.1013,1.1053,1.0999
2015-10-30,1.1005,1.0975,1.1073,1.0964
2015-10-29,1.0977,1.0923,1.0984,1.0903
2015-10-28,1.092,1.105,1.1096,1.0894
2015-10-27,1.1049,1.1055,1.1079,1.1029
2015-10-26,1.1057,1.1007,1.1068,1.0987
2015-10-23,1.1018,1.1107,1.1142,1.0993
2015-10-22,1.1106,1.1338,1.1352,1.1098
2015-10-21,1.1339,1.1344,1.138,1.1332
2015-10-20,1.1345,1.1324,1.1387,1.1322
2015-10-19,1.1327,1.1349,1.1382,1.1304
2015-10-16,1.1346,1.1382,1.1398,1.1333
2015-10-15,1.1383,1.1473,1.1496,1.1362
2015-10-14,1.1474,1.1378,1.1489,1.1374
2015-10-13,1.1379,1.1355,1.1413,1.1343
2015-10-12,1.1356,1.1354,1.1397,1.1351
2015-10-09,1.1358,1.1278,1.1391,1.1265
2015-10-08,1.1279,1.1234,1.1325,1.1231
2015-10-07,1.1236,1.1269,1.1283,1.121
2015-10-06,1.1272,1.1189,1.1282,1.117
2015-10-05,1.1185,1.1219,1.1289,1.117
2015-10-02,1.1211,1.1194,1.1319,1.1149
2015-10-01,1.1195,1.1175,1.1209,1.1133
2015-09-30,1.1177,1.1245,1.1262,1.1156
2015-09-29,1.1249,1.1243,1.1285,1.1192
2015-09-28,1.1245,1.1193,1.1249,1.1146
2015-09-25,1.1195,1.1227,1.1231,1.1114
2015-09-24,1.123,1.1184,1.1296,1.1163
2015-09-23,1.1186,1.1119,1.1215,1.1103
2015-09-22,1.112,1.1186,1.1209,1.1112
2015-09-21,1.1189,1.1281,1.1333,1.118
2015-09-18,1.1305,1.1435,1.146,1.1267
2015-09-17,1.1437,1.1289,1.1442,1.1283
2015-09-16,1.1289,1.1266,1.1321,1.1212
2015-09-15,1.1266,1.1313,1.1328,1.1257
2015-09-14,1.1321,1.1335,1.1375,1.1282
2015-09-11,1.134,1.1278,1.1349,1.1253
2015-09-10,1.128,1.1205,1.1299,1.117
2015-09-09,1.1207,1.1199,1.1219,1.113
2015-09-08,1.12,1.1169,1.1228,1.1151
2015-09-07,1.1167,1.1157,1.1178,1.112
2015-09-04,1.1147,1.1123,1.1181,1.1088
2015-09-03,1.1123,1.1224,1.1245,1.1086
2015-09-02,1.1226,1.1311,1.132,1.1214
2015-09-01,1.1319,1.1209,1.1333,1.1204
2015-08-31,1.1215,1.1173,1.1264,1.1159
2015-08-28,1.1179,1.1246,1.1309,1.1155
2015-08-27,1.1245,1.1312,1.1366,1.1202
2015-08-26,1.1316,1.1515,1.1562,1.1289
2015-08-25,1.1517,1.1616,1.1625,1.1396
2015-08-24,1.162,1.1361,1.1713,1.1361
2015-08-21,1.1389,1.1242,1.1394,1.1226
2015-08-20,1.1241,1.1117,1.1245,1.1105
2015-08-19,1.1119,1.102,1.1137,1.1017
2015-08-18,1.1021,1.108,1.1096,1.1015
2015-08-17,1.1081,1.1105,1.1125,1.1057
2015-08-14,1.1106,1.1148,1.1188,1.1096
2015-08-13,1.1149,1.1156,1.1189,1.1079
2015-08-12,1.1157,1.1039,1.1213,1.1023
2015-08-11,1.104,1.1019,1.1088,1.0959
2015-08-10,1.1019,1.0966,1.1044,1.0924
2015-08-07,1.0969,1.0927,1.0981,1.0854
2015-08-06,1.0925,1.0907,1.0944,1.0874
2015-08-05,1.0906,1.0881,1.0938,1.0847
2015-08-04,1.0881,1.095,1.099,1.0876
2015-08-03,1.0951,1.0968,1.0997,1.094
2015-07-31,1.0988,1.0933,1.1114,1.092
2015-07-30,1.0933,1.0985,1.0992,1.0892
2015-07-29,1.0986,1.1059,1.1086,1.0965
2015-07-28,1.1059,1.1087,1.11,1.102
2015-07-27,1.1094,1.0971,1.1131,1.0967
2015-07-24,1.0984,1.0981,1.0997,1.0924
2015-07-23,1.0982,1.0927,1.1019,1.092
2015-07-22,1.0934,1.0935,1.0966,1.0869
2015-07-21,1.0937,1.0824,1.097,1.081
2015-07-20,1.0827,1.0831,1.0872,1.0808
2015-07-17,1.083,1.0873,1.0908,1.0826
2015-07-16,1.0876,1.0946,1.0963,1.0854
2015-07-15,1.0949,1.1009,1.1036,1.0928
2015-07-14,1.1012,1.1001,1.1083,1.0964
2015-07-13,1.1003,1.1105,1.1198,1.0994
2015-07-10,1.1164,1.1035,1.1218,1.1029
2015-07-09,1.1038,1.1075,1.1125,1.0989
2015-07-08,1.1077,1.101,1.1094,1.0972
2015-07-07,1.1013,1.1054,1.1061,1.0915
2015-07-06,1.1057,1.0991,1.1097,1.0967
2015-07-03,1.1114,1.1084,1.1119,1.1064
2015-07-02,1.1084,1.1052,1.1123,1.103
2015-07-01,1.1054,1.1138,1.1173,1.1041
2015-06-30,1.1138,1.1234,1.1245,1.1111
2015-06-29,1.1236,1.103,1.1279,1.0953
2015-06-26,1.1166,1.1205,1.1221,1.1129
2015-06-25,1.1204,1.1203,1.1227,1.1152
2015-06-24,1.1207,1.1169,1.1237,1.1154
2015-06-23,1.117,1.134,1.1348,1.1134
2015-06-22,1.1341,1.1362,1.1411,1.1311
2015-06-19,1.1353,1.1359,1.1393,1.1291
2015-06-18,1.136,1.1335,1.1438,1.1329
2015-06-17,1.1337,1.1247,1.136,1.1211
2015-06-16,1.1248,1.1281,1.1331,1.1204
2015-06-15,1.1283,1.1225,1.1295,1.1188
2015-06-12,1.1269,1.1256,1.1298,1.115
2015-06-11,1.1258,1.1324,1.1332,1.1182
2015-06-10,1.1326,1.1283,1.1386,1.1259
2015-06-09,1.1283,1.1291,1.1345,1.1213
2015-06-08,1.1292,1.1112,1.1306,1.108
2015-06-05,1.1113,1.1237,1.1281,1.1048
2015-06-04,1.1239,1.1274,1.1381,1.1225
2015-06-03,1.1275,1.1151,1.1284,1.1078
2015-06-02,1.1155,1.0925,1.1194,1.0913
2015-06-01,1.0928,1.0986,1.0991,1.0886
2015-05-29,1.0988,1.0947,1.1006,1.0925
2015-05-28,1.0949,1.0903,1.096,1.0867
2015-05-27,1.0905,1.0871,1.0931,1.0818
2015-05-26,1.0874,1.0977,1.0984,1.0862
2015-05-25,1.0978,1.1003,1.1012,1.0958
2015-05-22,1.1018,1.1112,1.1211,1.1001
2015-05-21,1.1113,1.1092,1.1181,1.1079
2015-05-20,1.1093,1.1148,1.1156,1.1061
2015-05-19,1.115,1.1314,1.1328,1.1117
2015-05-18,1.1316,1.144,1.145,1.1297
2015-05-15,1.1453,1.1408,1.1467,1.1323
2015-05-14,1.141,1.1357,1.1447,1.1339
2015-05-13,1.1358,1.1212,1.1384,1.1201
2015-05-12,1.1214,1.1154,1.1278,1.1133
2015-05-11,1.1155,1.1196,1.1207,1.113
2015-05-08,1.1204,1.1265,1.1289,1.1177
2015-05-07,1.1266,1.1346,1.1393,1.1236
2015-05-06,1.1354,1.1184,1.1373,1.1174
2015-05-05,1.1186,1.1145,1.1223,1.1065
2015-05-04,1.1146,1.12,1.1226,1.1121
2015-05-01,1.1201,1.1221,1.1291,1.1174
2015-04-30,1.1224,1.1128,1.1268,1.107
2015-04-29,1.1132,1.098,1.1189,1.0958
2015-04-28,1.0981,1.0892,1.0992,1.0858
2015-04-27,1.0889,1.087,1.0928,1.0818
2015-04-24,1.0874,1.0823,1.0901,1.0783
2015-04-23,1.0826,1.0724,1.0848,1.0665
2015-04-22,1.0727,1.0735,1.0801,1.0707
2015-04-21,1.0736,1.0737,1.0783,1.0658
2015-04-20,1.0737,1.082,1.0825,1.0711
2015-04-17,1.0807,1.076,1.085,1.0735
2015-04-16,1.0761,1.0683,1.0818,1.0623
2015-04-15,1.0687,1.0653,1.0702,1.057
2015-04-14,1.0654,1.0565,1.0709,1.0529
2015-04-13,1.0568,1.06,1.0619,1.0519
2015-04-10,1.0604,1.0658,1.0685,1.0567
2015-04-09,1.0659,1.078,1.0789,1.0636
2015-04-08,1.078,1.0814,1.0889,1.0763
2015-04-07,1.0816,1.0919,1.0957,1.0802
2015-04-06,1.0923,1.0988,1.1038,1.0909
2015-04-03,1.0978,1.0881,1.1028,1.0862
2015-04-02,1.0883,1.0762,1.0905,1.0749
2015-04-01,1.0764,1.0733,1.0801,1.0717
2015-03-31,1.0731,1.0832,1.0846,1.0712
2015-03-30,1.0834,1.0887,1.0897,1.0809
2015-03-27,1.0889,1.0884,1.095,1.08
2015-03-26,1.0884,1.0968,1.1052,1.0855
2015-03-25,1.0972,1.0923,1.1017,1.0899
2015-03-24,1.0926,1.0945,1.1032,1.0889
2015-03-23,1.0946,1.0836,1.0973,1.0766
2015-03-20,1.0822,1.0659,1.0883,1.0648
2015-03-19,1.066,1.0865,1.0915,1.0612
2015-03-18,1.0866,1.0596,1.1033,1.0579
2015-03-17,1.0597,1.0566,1.0651,1.055
2015-03-16,1.0569,1.0492,1.0621,1.0456
2015-03-13,1.0495,1.0635,1.0639,1.046
2015-03-12,1.0635,1.0546,1.0683,1.0494
2015-03-11,1.0547,1.0697,1.0718,1.0509
2015-03-10,1.0698,1.085,1.0856,1.0691
2015-03-09,1.0852,1.083,1.0908,1.0821
2015-03-06,1.0844,1.1031,1.1035,1.084
2015-03-05,1.1031,1.1077,1.1116,1.0986
2015-03-04,1.1079,1.1176,1.1187,1.106
2015-03-03,1.1176,1.1181,1.1219,1.1153
2015-03-02,1.1184,1.1186,1.1241,1.1158
2015-02-27,1.1196,1.1197,1.1247,1.1175
2015-02-26,1.1198,1.1359,1.1381,1.1182
2015-02-25,1.1361,1.1339,1.1388,1.1334
2015-02-24,1.1341,1.1334,1.136,1.1287
2015-02-23,1.1333,1.1382,1.1415,1.1294
2015-02-20,1.1381,1.1367,1.143,1.1278
2015-02-19,1.1366,1.1396,1.145,1.1354
2015-02-18,1.1398,1.141,1.1418,1.1332
2015-02-17,1.1412,1.1352,1.145,1.132
2015-02-16,1.1353,1.1384,1.1429,1.1317
2015-02-13,1.1385,1.1401,1.1443,1.1378
2015-02-12,1.1403,1.1333,1.1423,1.1301
2015-02-11,1.1334,1.1319,1.1349,1.1278
2015-02-10,1.1321,1.1325,1.1346,1.1272
2015-02-09,1.1324,1.1314,1.136,1.1269
2015-02-06,1.1316,1.1475,1.1488,1.131
2015-02-05,1.1477,1.1343,1.15,1.1302
2015-02-04,1.1346,1.148,1.1486,1.1315
2015-02-03,1.1481,1.1341,1.1534,1.1311
2015-02-02,1.1342,1.1282,1.1364,1.1278
2015-01-30,1.1288,1.1319,1.1365,1.1277
2015-01-29,1.132,1.1286,1.1369,1.126
2015-01-28,1.1288,1.138,1.1385,1.1274
2015-01-27,1.1381,1.1236,1.1422,1.1223
2015-01-26,1.1239,1.1184,1.1297,1.1098
2015-01-23,1.1208,1.1365,1.1374,1.1113
2015-01-22,1.1366,1.1609,1.1647,1.1316
2015-01-21,1.161,1.155,1.1677,1.154
2015-01-20,1.155,1.1604,1.1616,1.1539
2015-01-19,1.1605,1.1549,1.1641,1.1544
2015-01-16,1.1569,1.163,1.165,1.1459
2015-01-15,1.163,1.1787,1.1796,1.1567
2015-01-14,1.1789,1.1772,1.1845,1.1726
2015-01-13,1.1772,1.1832,1.186,1.1752
2015-01-12,1.1834,1.1837,1.1871,1.1785
2015-01-09,1.1842,1.1791,1.1848,1.1761
2015-01-08,1.1792,1.1839,1.1847,1.1753
2015-01-07,1.184,1.1889,1.1899,1.18
2015-01-06,1.1889,1.1932,1.1969,1.1883
2015-01-05,1.1933,1.2001,1.2008,1.188
2015-01-02,1.2003,1.2103,1.211,1.1999
2015-01-01,1.2104,1.2098,1.2107,1.2092
2014-12-31,1.2099,1.2154,1.2171,1.2095
2014-12-30,1.2158,1.215,1.2188,1.2122
2014-12-29,1.2152,1.2181,1.2221,1.2141
2014-12-26,1.2176,1.2222,1.2228,1.2167
2014-12-25,1.2223,1.2194,1.2255,1.2184
2014-12-24,1.2194,1.2171,1.2222,1.2168
2014-12-23,1.2172,1.2229,1.2247,1.2164
2014-12-22,1.223,1.2225,1.2273,1.2214
2014-12-19,1.2228,1.2285,1.2305,1.2219
2014-12-18,1.2286,1.2341,1.2353,1.2264
2014-12-17,1.2343,1.251,1.2517,1.232
2014-12-16,1.2511,1.2435,1.2571,1.2431
2014-12-15,1.2437,1.2461,1.2486,1.2413
2014-12-12,1.2462,1.2411,1.2487,1.2382
2014-12-11,1.2411,1.2446,1.2496,1.2368
2014-12-10,1.2448,1.2373,1.2449,1.236
2014-12-09,1.2375,1.2316,1.2448,1.2291
2014-12-08,1.2317,1.2277,1.2344,1.2245
2014-12-05,1.2286,1.2379,1.2393,1.2271
2014-12-04,1.2379,1.2311,1.2458,1.228
2014-12-03,1.2311,1.2381,1.2391,1.2299
2014-12-02,1.2383,1.2469,1.2478,1.2375
2014-12-01,1.247,1.2455,1.2507,1.2418
2014-11-28,1.2452,1.2466,1.2492,1.2425
2014-11-27,1.2467,1.2505,1.2524,1.2463
2014-11-26,1.2506,1.2474,1.2532,1.2442
2014-11-25,1.2474,1.2442,1.2487,1.24
2014-11-24,1.2443,1.2376,1.2445,1.2357
2014-11-21,1.239,1.2538,1.2571,1.2373
2014-11-20,1.2539,1.2553,1.2576,1.2503
2014-11-19,1.2554,1.2536,1.26,1.2511
2014-11-18,1.2537,1.2449,1.2546,1.2441
2014-11-17,1.245,1.2525,1.2578,1.2443
2014-11-14,1.2524,1.2475,1.2549,1.2397
2014-11-13,1.2476,1.2438,1.2492,1.2424
2014-11-12,1.2439,1.2475,1.2499,1.2417
2014-11-11,1.2475,1.242,1.25,1.2393
2014-11-10,1.2421,1.2451,1.251,1.2416
